date,BTC_Price,BTC_network_hashrate,Difficulty_BTC,Estimated_TX_Volume_USD_BTC,Gold_in_USD,Litecoin_Price,DJI
02/12/2015,361.85,694093.2545,72722780643,164357757,1055.4,3.43,17729.67969
01/12/2015,377.41,542260.3551,72722780643,149526592,1065.4,3.63,17888.34961
30/11/2015,371.44,567565.8383,72722780643,80614403,1061.9,3.66,17719.91992
27/11/2015,351.86,585641.1835,72722780643,156934988,1057.4,3.6,17813.39063
25/11/2015,320.05,549490.4932,72722780643,91364433,1068,3.11,17813.39063
24/11/2015,323.01,523733.5231,65848255180,89102741,1076.4,3.13,17812.18945
23/11/2015,324.35,569560.2064,65848255180,75147447,1070.5,3.14,17792.67969
20/11/2015,326.41,458266.8327,65848255180,122475995,1081.75,3.14,17823.81055
19/11/2015,334.68,458266.8327,65848255180,148663615,1082.6,3.19,17732.75
18/11/2015,334.59,527006.8577,65848255180,130298464,1067.75,3.2,17737.16016
17/11/2015,330.36,576106.8755,65848255180,138934071,1079.2,3.19,17489.5
16/11/2015,319.73,474633.5053,65848255180,110601252,1084.75,3.07,17483.00977
13/11/2015,338.5,477906.8399,65848255180,169188929,1081.5,3.27,17245.24023
12/11/2015,314.08,579380.21,65848255180,208061443,1087.4,2.97,17448.07031
11/11/2015,339.82,442536.7022,62253982450,156434921,1085.9,3.12,17702.2207
10/11/2015,379.98,454915.3512,62253982450,192380718,1087.1,3.4,17758.21094
09/11/2015,374.32,433252.7154,62253982450,126005472,1089.6,3.43,17730.48047
06/11/2015,388.05,461104.6757,62253982450,297532097,1088.9,3.95,17910.33008
05/11/2015,408.08,479672.6492,62253982450,335396983,1106.3,4.2,17863.42969
04/11/2015,403.66,488956.636,62253982450,257446389,1114.7,4.58,17867.58008
03/11/2015,361.87,448726.0267,62253982450,157289900,1123.1,4.17,17918.15039
02/11/2015,325.94,492051.2982,62253982450,119375905,1134,3.98,17828.75977
30/10/2015,313.94,458010.0135,62253982450,149071857,1142.35,3.77,17663.53906
29/10/2015,304.32,411610.9878,60883825480,113847827,1148.6,3.1,17755.80078
28/10/2015,293.7,478195.1182,60883825480,109466158,1179.6,3.1,17779.51953
27/10/2015,285.18,460035.8099,60883825480,88690534,1165.7,3.11,17581.42969
26/10/2015,283.63,469115.464,60883825480,92380642,1166.4,3.07,17623.05078
23/10/2015,273.65,475168.5668,60883825480,92020442,1161.25,3.12,17646.69922
22/10/2015,266.5,438849.9502,60883825480,84130269,1167,3.08,17489.16016
21/10/2015,269.31,384372.0253,60883825480,85037764,1167.1,3.09,17168.60938
20/10/2015,263.57,502407.5292,60883825480,79757425,1177.75,3.05,17217.10938
19/10/2015,261.86,432796.8474,60883825480,55639300,1175.4,3.03,17230.53906
16/10/2015,254.3,469115.464,60883825480,79291658,1180.85,3.11,17215.9707
15/10/2015,252.11,493327.8751,60883825480,93268450,1184.25,3.15,17141.75
14/10/2015,249.49,459502.3481,60813224039,84280201,1173.9,3.18,16924.75
13/10/2015,245.2,405087.5964,60813224039,72717263,1165.2,3.14,17081.89063
12/10/2015,246.88,423225.847,60813224039,58347195,1164.9,3.15,17131.85938
09/10/2015,242.5,402064.5546,60813224039,73817327,1151.55,3.07,17084.49023
08/10/2015,243.07,414156.7217,60813224039,102730022,1140,3.06,17050.75
07/10/2015,246.17,408110.6381,60813224039,77926003,1144.6,3.15,16912.28906
06/10/2015,240.36,450433.2228,60813224039,84528657,1147.5,3.02,16790.18945
05/10/2015,238.15,447410.1811,60813224039,54579155,1139.75,3.02,16776.42969
02/10/2015,237.26,377880.2205,60813224039,89839880,1140.75,3,16472.36914
01/10/2015,236,465548.4317,60813224039,66783456,1119,3.01,16272.00977
30/09/2015,236.64,457184.3278,59335351234,75431055,1114,2.97,16284.7002
29/09/2015,239.02,510276.7014,59335351234,73949342,1132.1,3.1,16049.12988
28/09/2015,232.84,409991.1069,59335351234,68370342,1131.05,2.88,16001.88965
25/09/2015,234.36,427688.5647,59335351234,51929411,1146.65,2.93,16314.66992
24/09/2015,230.36,442436.4463,59335351234,64070252,1154.5,2.87,16201.32031
23/09/2015,230.94,471932.2093,59335351234,73488137,1131.35,2.86,16279.88965
22/09/2015,226.97,389344.0727,59335351234,76311891,1122.9,2.8,16330.46973
21/09/2015,231.22,353949.157,59335351234,47230390,1133.25,2.85,16510.18945
18/09/2015,233.52,399224.5888,56957648455,64611517,1141.5,2.91,16384.58008
17/09/2015,229.08,421875.6293,56957648455,58298798,1117.5,2.81,16674.74023
16/09/2015,230.25,461514.9501,56957648455,58032972,1117.6,2.83,16739.94922
15/09/2015,230.49,450189.4299,56957648455,53013943,1105.95,2.84,16599.84961
14/09/2015,230.61,396393.2087,56957648455,41946773,1104.8,2.81,16370.95996
11/09/2015,238.33,478503.2305,56957648455,70923369,1100.25,2.95,16433.08984
10/09/2015,238.34,399224.5888,56957648455,75625367,1109.5,2.92,16330.40039
09/09/2015,243.41,393561.8286,56957648455,65127397,1109.85,3.05,16253.57031
08/09/2015,239.85,385067.6885,56957648455,53100171,1121.15,3.05,16492.67969
04/09/2015,227.21,407263.8701,54256630328,58224697,1118.25,2.64,16102.37988
03/09/2015,229.32,415355.2053,54256630328,52401262,1128,2.8,16374.75977
02/09/2015,228.03,409960.9819,54256630328,84204525,1137.75,2.82,16351.37988
01/09/2015,230.26,428840.7639,54256630328,52272214,1142.3,2.85,16058.34961
31/08/2015,229.11,388384.0881,54256630328,39950881,1135,2.85,16528.0293
28/08/2015,224.7,401869.6467,54256630328,56877510,1135,2.84,16643.00977
27/08/2015,226.05,418052.317,54256630328,86427540,1119,2.95,16654.76953
26/08/2015,222.08,372201.4177,54256630328,91014422,1120.75,2.95,16285.50977
25/08/2015,210.07,423446.5405,54256630328,93056448,1137.5,2.98,15666.44043
24/08/2015,228.11,369504.306,54256630328,40171357,1166.5,3.39,15871.34961
21/08/2015,235.35,406057.1232,52699842409,83122435,1156.5,3.6,16459.75
20/08/2015,226.9,398197.9531,52699842409,92590013,1147.7,3.47,16990.68945
19/08/2015,225.67,379859.8895,52699842409,90618565,1126.15,3.48,17348.73047
18/08/2015,257.93,377240.1661,52699842409,86472860,1111.45,3.98,17511.33984
17/08/2015,258.49,385099.3362,52699842409,55579679,1118.8,3.96,17545.17969
14/08/2015,264.13,351042.9323,52699842409,71276048,1118.25,3.88,17477.40039
13/08/2015,266.18,390338.783,52699842409,69892790,1116.75,3.97,17408.25
12/08/2015,270.6,322225.9752,52699842409,68147769,1119,4.14,17402.50977
11/08/2015,264.34,442733.2505,52699842409,68909307,1108.25,3.95,17402.83984
10/08/2015,265.48,458451.5907,52699842409,93522987,1097,3.9,17615.16992
07/08/2015,278.74,369025.1454,52278304846,64378476,1093.5,4.06,17373.38086
06/08/2015,281.91,363827.6082,52278304846,53340726,1089.75,4.35,17419.75
05/08/2015,284.85,327444.8473,52278304846,68213484,1085.1,4.37,17540.4707
04/08/2015,281.23,374222.6827,52278304846,60197462,1090.65,4.18,17550.68945
03/08/2015,282.81,382018.9886,52278304846,55632970,1091.9,4.17,17598.19922
31/07/2015,287.7,361228.8395,52278304846,59564971,1098.4,4.58,17689.85938
30/07/2015,289.1,356031.3023,52278304846,57134372,1087.5,4.79,17745.98047
29/07/2015,294.48,387216.5258,52278304846,58218216,1090.25,5.05,17751.39063
28/07/2015,293.63,369025.1454,52278304846,88465494,1096.2,4.67,17630.26953
27/07/2015,292.64,402809.1376,52278304846,51172701,1100,4.68,17440.58984
24/07/2015,276.01,426555.35,51076366304,66494345,1080.8,3.79,17568.5293
23/07/2015,277.34,378313.9712,51076366304,56501264,1097.4,3.83,17731.91992
22/07/2015,275.66,373235.9313,51076366304,51471899,1088.6,3.78,17851.03906
21/07/2015,278.88,355462.7917,51076366304,58457812,1105.6,3.93,17919.28906
20/07/2015,273.5,365618.8715,51076366304,50612170,1104.6,3.77,18100.41016
17/07/2015,278.09,365618.8715,51076366304,59778318,1132.8,3.72,18086.44922
16/07/2015,286.04,345306.7119,51076366304,72857510,1144.4,4.2,18120.25
15/07/2015,288.05,391009.0709,51076366304,61601890,1147.4,4.65,18050.16992
14/07/2015,292.03,352923.7718,51076366304,65965298,1157.4,4.68,18053.58008
13/07/2015,310.83,368157.8914,51076366304,67272969,1154,5.3,17977.67969
10/07/2015,269.16,383102.8473,49402014931,105642225,1159.3,7.53,17760.41016
09/07/2015,270.83,338898.6726,49402014931,65311331,1164.25,6.36,17548.61914
08/07/2015,265.98,378191.2723,49402014931,69235259,1158.5,5.25,17515.41992
07/07/2015,269.96,363456.5474,49402014931,84736311,1156.25,5.44,17776.91016
06/07/2015,271.11,417483.872,49402014931,94959442,1166,4.95,17683.58008
02/07/2015,258.55,343810.2475,49402014931,65219212,1165.25,3.93,17730.10938
01/07/2015,263.35,356089.185,49402014931,61661136,1168,4.09,17757.91016
30/06/2015,257.04,351177.61,49402014931,85281203,1171,3.74,17619.50977
29/06/2015,248.72,336442.8851,49402014931,58060302,1176,3.19,17596.34961
26/06/2015,242.6,365592.8448,49692386355,57634962,1170.5,2.85,17946.67969
25/06/2015,240.37,395235.5079,49692386355,48103894,1172.65,2.77,17890.35938
24/06/2015,244.28,373003.5106,49692386355,50479376,1173.75,2.97,17966.07031
23/06/2015,246.93,353241.7352,49692386355,54585787,1178,3.03,18144.07031
22/06/2015,243.97,365592.8448,49692386355,44621940,1185.5,3.02,18119.7793
19/06/2015,249.04,397705.7298,49692386355,104131527,1203.4,3.1,18015.94922
18/06/2015,249.43,380414.1763,49692386355,74981782,1201.85,2.89,18115.83984
17/06/2015,250.82,350771.5132,49692386355,87181576,1178,2.9,17935.74023
16/06/2015,236.76,303837.2967,49692386355,82533170,1177.75,2.02,17904.48047
15/06/2015,233.42,370533.2886,49692386355,48435031,1181.4,2,17791.16992
12/06/2015,229.71,321734.0315,47589591154,50074783,1182.8,1.79,17898.83984
11/06/2015,228.85,366682.1682,47589591154,57014257,1178.5,1.76,18039.36914
10/06/2015,228.99,373779.2424,47589591154,51729321,1188.5,1.8,18000.40039
09/06/2015,228.54,383242.0081,47589591154,53013732,1177.4,1.78,17764.03906
08/06/2015,222.88,333562.4885,47589591154,46863937,1172.8,1.73,17766.55078
05/06/2015,224.15,335928.1799,47589591154,51106434,1164.6,1.67,17849.46094
04/06/2015,225.77,335928.1799,47589591154,46705950,1176,1.69,17905.58008
03/06/2015,225.74,335928.1799,47589591154,51342887,1190,1.67,18076.26953
02/06/2015,222.89,345390.9455,47589591154,58583666,1192.8,1.62,18011.93945
01/06/2015,230.23,332393.9691,48807487245,54061315,1199.9,1.64,18040.36914
29/05/2015,237.38,380918.6361,48807487245,50625830,1191.4,1.84,18010.67969
28/05/2015,237.26,320262.8023,48807487245,45553743,1185,1.85,18126.11914
27/05/2015,237.07,351803.8359,48807487245,48236195,1185.85,1.82,18162.99023
26/05/2015,237.1,327541.5024,48807487245,40991325,1185.4,1.8,18041.53906
22/05/2015,235.32,344525.1358,48807487245,53003651,1204.1,1.48,18232.01953
21/05/2015,234.02,371213.7027,48807487245,42477985,1205,1.46,18285.74023
20/05/2015,231.89,344525.1358,48807487245,44881421,1210.5,1.45,18285.40039
19/05/2015,233.04,329967.7357,48807487245,47653800,1214.3,1.45,18312.39063
18/05/2015,236.89,332393.9691,48807487245,36923749,1223.5,1.45,18298.88086
15/05/2015,236.96,390780.4167,47643398018,43079301,1220.5,1.45,18272.56055
14/05/2015,236.21,331571.2626,47643398018,44447621,1225,1.45,18252.24023
13/05/2015,241.4,383675.3182,47643398018,46087784,1210.5,1.44,18060.49023
12/05/2015,242.15,374201.8535,47643398018,49854247,1191.5,1.44,18068.23047
11/05/2015,240.3,352886.5581,47643398018,43124535,1189.25,1.44,18105.16992
08/05/2015,237.2,350518.1919,47643398018,48016735,1186,1.45,18191.10938
07/05/2015,229.66,381306.952,47643398018,47357958,1187,1.39,17924.06055
06/05/2015,236.25,338676.3611,47643398018,43095033,1194.25,1.41,17841.98047
05/05/2015,238.85,364728.3889,47643398018,39710134,1197,1.41,17928.19922
04/05/2015,240.36,312624.3333,47643398018,38384611,1175.95,1.43,18070.40039
01/05/2015,235.94,347909.8979,47610564514,43312468,1175.95,1.44,18024.06055
30/04/2015,225.69,314775.6219,47610564514,46176646,1180.25,1.36,17840.51953
29/04/2015,225.59,305308.6859,47610564514,42213058,1209,1.36,18035.5293
28/04/2015,228.97,371577.2379,47610564514,48618543,1209,1.38,18110.14063
27/04/2015,219.43,326609.2919,47610564514,50565946,1200,1.32,18037.9707
24/04/2015,235.97,284008.0799,47610564514,42464891,1183,1.46,18080.14063
23/04/2015,234.05,326609.2919,47610564514,40213228,1185.75,1.46,18058.68945
22/04/2015,235.6,338442.9619,47610564514,49525610,1189.25,1.43,18038.26953
21/04/2015,224.62,376310.7059,47610564514,38968128,1195.3,1.41,17949.58984
20/04/2015,222.61,408026.9066,49446390688,41368777,1196.5,1.38,18034.92969
17/04/2015,228.57,329371.1174,49446390688,40555682,1203.35,1.42,17826.30078
16/04/2015,223.92,339203.091,49446390688,41323958,1204.35,1.38,18105.76953
15/04/2015,219.07,302333.1898,49446390688,41920036,1192.9,1.38,18112.60938
14/04/2015,224.76,388362.9593,49446390688,56332209,1194.75,1.38,18036.69922
13/04/2015,235.95,346577.0713,49446390688,36049660,1198.9,1.47,17977.03906
10/04/2015,243.69,349035.0647,49446390688,41603422,1207.35,1.59,18057.65039
09/04/2015,244.75,351493.0581,49446390688,50922224,1194.8,1.62,17958.73047
08/04/2015,253.06,292501.2162,49446390688,51341612,1207.25,1.67,17902.50977
07/04/2015,255.27,390820.9527,49446390688,50829827,1211,1.69,17875.41992
06/04/2015,260.72,317081.1503,49446390688,28323536,1198.5,1.7,17880.84961
02/04/2015,247.09,341384.2724,46717549645,53544855,1198.5,1.67,17763.24023
01/04/2015,244.22,329772.5625,46717549645,43509758,1197,1.65,17698.17969
31/03/2015,247.45,346028.9564,46717549645,42318994,1187,1.67,17776.11914
30/03/2015,242.88,329772.5625,46717549645,42268706,1185.5,1.66,17976.31055
27/03/2015,248.57,399442.8222,46717549645,56541941,1195.75,1.69,17712.66016
26/03/2015,246.28,346028.9564,46717549645,47532733,1203.15,1.67,17678.23047
25/03/2015,247.47,385508.7702,46717549645,55501612,1195.6,1.65,17718.53906
24/03/2015,266.58,387831.1122,46717549645,54478819,1191.5,1.78,18011.14063
23/03/2015,267.89,358360.7548,47427554951,46687559,1186.25,1.8,18116.03906
20/03/2015,260.96,332426.7528,47427554951,47009366,1183.1,1.76,18127.65039
19/03/2015,255.88,337142.0259,47427554951,60394974,1166,1.74,17959.0293
18/03/2015,285.07,332426.7528,47427554951,60289864,1147.25,1.98,18076.18945
17/03/2015,290.6,337142.0259,47427554951,47546831,1150.75,2.03,17849.08008
16/03/2015,285.68,308850.3873,47427554951,37389584,1150.75,2.02,17977.41992
13/03/2015,294.12,327711.4797,47427554951,55555889,1152,2.04,17749.31055
12/03/2015,296.13,313565.6604,47427554951,60449520,1152.25,2.02,17895.2207
11/03/2015,291.52,391367.6664,47427554951,71892311,1150,2.01,17635.39063
10/03/2015,289.86,356003.1182,47427554951,87360262,1162,1.94,17662.93945
09/03/2015,274.81,311208.0239,47427554951,48021598,1168.5,1.89,17995.7207
06/03/2015,275.6,366669.4836,46684376317,58987483,1175.75,1.92,17856.7793
05/03/2015,272.74,264558.9945,46684376317,56279040,1202,1.92,18135.7207
04/03/2015,281.99,364348.7907,46684376317,66912358,1199.5,1.96,18096.90039
03/03/2015,275.05,357386.7119,46684376317,65278663,1212.75,1.94,18203.36914
02/03/2015,260.36,348103.9401,46684376317,50999042,1212.5,1.89,18288.63086
27/02/2015,236.44,366669.4836,46684376317,55733310,1214,1.8,18132.69922
26/02/2015,237.34,334179.7825,46684376317,36345333,1208.25,1.81,18214.41992
25/02/2015,238.89,362028.0977,46684376317,42974777,1204.75,1.83,18224.57031
24/02/2015,239,320255.6249,46684376317,38278265,1192.5,1.81,18209.18945
23/02/2015,235.99,317934.932,46684376317,32388687,1204.5,1.8,18116.83984
20/02/2015,240.25,366841.8585,44455415962,38382817,1208.25,1.84,18140.43945
19/02/2015,236.41,362422.0771,44455415962,42918722,1209.5,1.83,17985.76953
18/02/2015,243.78,355792.405,44455415962,41181074,1206,1.86,18029.84961
17/02/2015,233.42,342533.0607,44455415962,36916500,1209.5,1.79,18047.58008
13/02/2015,221.97,309384.7,44455415962,56852658,1232.5,1.76,18019.34961
12/02/2015,219.21,300545.1371,44455415962,33532143,1222.5,1.73,17972.38086
11/02/2015,219.73,331483.6071,44455415962,43264785,1223.75,1.76,17862.14063
10/02/2015,220.28,331483.6071,44455415962,43915007,1234.5,1.73,17868.75977
09/02/2015,223.39,342533.0607,44455415962,39638684,1238.5,1.79,17729.21094
06/02/2015,216.92,359044.9957,41272873895,42596292,1241,1.74,17824.28906
05/02/2015,227.66,301597.7964,41272873895,45033515,1259.25,1.79,17884.88086
04/02/2015,227.51,330321.396,41272873895,44478360,1268.5,1.82,17673.01953
03/02/2015,237.45,276977.5681,41272873895,50503768,1264.25,1.87,17666.40039
02/02/2015,226.49,301597.7964,41272873895,33856084,1272.5,1.81,17361.03906
30/01/2015,232.77,285184.3109,41272873895,44384842,1260.25,1.91,17164.94922
29/01/2015,233.35,348786.5672,41272873895,54731886,1268.75,1.88,17416.84961
28/01/2015,263.35,324166.339,41272873895,41878308,1288,2.09,17191.36914
27/01/2015,273.17,316947.2606,43971662056,64964120,1288.5,2.07,17387.21094
26/01/2015,254.08,277602.0835,43971662056,96483300,1281.25,2.25,17678.69922
23/01/2015,233.52,271044.5539,43971662056,43759854,1294.75,1.41,17672.59961
22/01/2015,227.32,327876.4765,43971662056,60557888,1295.75,1.37,17813.98047
21/01/2015,211.38,299460.5152,43971662056,89138779,1293.5,1.32,17554.2793
20/01/2015,212.91,262301.1812,43971662056,39491841,1288.75,1.34,17515.23047
16/01/2015,209.07,325690.6334,43971662056,56039500,1277.5,1.28,17511.57031
15/01/2015,176.9,303832.2016,43971662056,79543803,1259,1.15,17320.71094
14/01/2015,223.89,330062.3197,43971662056,79330845,1235,1.55,17427.08984
13/01/2015,267.39,229513.5336,43971662056,78230238,1231.5,1.71,17613.67969
12/01/2015,266.15,358478.281,43971662056,51198106,1226.5,1.72,17640.83984
09/01/2015,282.38,307081.4704,40640955017,78073011,1217.75,2.01,17737.36914
08/01/2015,294.14,272736.8323,40640955017,51516706,1215.5,2.12,17907.86914
07/01/2015,286.08,299000.3791,40640955017,70955899,1210.5,2.12,17584.51953
06/01/2015,274.61,317182.8346,40640955017,56472457,1210.25,2.08,17371.64063
05/01/2015,265.08,339405.8358,40640955017,62633832,1200,1.96,17501.65039
02/01/2015,314.08,323243.6531,40640955017,28315237,1172,2.7,17832.99023
31/12/2014,310.91,313142.2889,40640955017,53657583,1206,2.7,17823.07031
30/12/2014,312.72,286371.916,39457671307,50225689,1206,2.7,17983.07031
29/12/2014,317.7,331485.3001,39457671307,41511175,1185.5,2.73,18038.23047
26/12/2014,319.15,282449.0131,39457671307,31492805,1175.75,2.7,18053.71094
24/12/2014,334.39,296179.1734,39457671307,70710498,1175.75,2.88,18030.21094
23/12/2014,332.02,317755.1397,39457671307,64168766,1175.75,2.89,18024.16992
22/12/2014,321.07,253027.2409,39457671307,62470240,1195.25,2.86,17959.43945
19/12/2014,311.18,243219.9835,39457671307,59773546,1195.5,2.81,17804.80078
18/12/2014,319.79,272641.7557,39457671307,85842180,1199,2.94,17778.15039
17/12/2014,326.86,252575.3311,40007470271,70794117,1195.75,3.01,17356.86914
16/12/2014,345.67,264508.0239,40007470271,62923964,1202.5,3.45,17068.86914
15/12/2014,351.36,304283.6666,40007470271,49816388,1209.25,3.48,17180.83984
12/12/2014,350.83,282407.0631,40007470271,48992200,1217,3.48,17280.83008
11/12/2014,344.34,288373.4095,40007470271,64049604,1216.25,3.49,17596.33984
10/12/2014,352.2,326160.27,40007470271,61438042,1229,3.52,17533.15039
09/12/2014,361.89,276440.7167,40007470271,113085882,1227,3.66,17801.19922
08/12/2014,374.96,298317.3202,40007470271,68344784,1193,3.71,17852.48047
05/12/2014,369.44,298317.3202,40007470271,99565413,1194,3.59,17958.78906
04/12/2014,375.72,294339.7559,40007470271,71221370,1209,3.61,17900.09961
03/12/2014,381.72,242402.3702,40300030328,78960564,1204.75,3.63,17912.61914
02/12/2014,379.25,284472.2031,40300030328,143589145,1195,3.58,17879.55078
01/12/2014,378.25,286475.5284,40300030328,60655884,1194,3.58,17776.80078
28/11/2014,369.37,310515.4329,40300030328,152938232,1182.75,3.56,17828.24023
26/11/2014,376.02,286475.5284,40300030328,62961524,1197.5,3.57,17827.75
25/11/2014,376.89,256425.6478,40300030328,77567837,1199,3.62,17814.93945
24/11/2014,366.95,310515.4329,40300030328,50358546,1197.5,3.59,17817.90039
21/11/2014,357.88,248412.3463,40300030328,57490040,1203.75,3.61,17810.06055
20/11/2014,380.31,274455.5762,40300030328,61164935,1190,3.81,17719
19/11/2014,373.9,274455.5762,40300030328,53664217,1196,3.78,17685.73047
18/11/2014,387.79,295306.3392,39603666252,87672375,1192.75,3.88,17687.82031
17/11/2014,388.35,299243.757,39603666252,66904022,1182.5,3.88,17647.75
14/11/2014,418.42,287431.5034,39603666252,121834674,1169,4.09,17634.74023
13/11/2014,427.27,287431.5034,39603666252,121129353,1161.75,4.13,17652.78906
12/11/2014,367.98,265775.7052,39603666252,90416694,1164.5,3.68,17612.19922
11/11/2014,365.86,277587.9588,39603666252,56457994,1156.5,3.7,17614.90039
10/11/2014,362.27,311056.0106,39603666252,62829504,1162,3.63,17613.74023
07/11/2014,349.82,283494.0856,39603666252,61950234,1154.5,3.65,17573.92969
06/11/2014,339.46,285462.7945,39603666252,51460059,1145,3.64,17554.4707
05/11/2014,330.68,314993.4284,39603666252,78016547,1142,3.59,17484.5293
04/11/2014,327.16,293372.3644,35985640265,47999638,1166.5,3.58,17383.83984
03/11/2014,325.57,277272.6615,35985640265,41105832,1167.75,3.59,17366.24023
31/10/2014,345.01,336304.9055,35985640265,47869731,1164.25,3.78,17390.51953
30/10/2014,335.71,309472.0673,35985640265,46623283,1202,3.73,17195.41992
29/10/2014,357.09,257595.2468,35985640265,48567875,1223.5,3.85,16974.31055
28/10/2014,353.21,268328.3821,35985640265,41415805,1229.25,3.81,17005.75
27/10/2014,354.78,266539.5262,35985640265,42217623,1228.75,3.72,16817.93945
24/10/2014,358.59,291583.5085,35985640265,57480880,1232.75,3.74,16805.41016
23/10/2014,382.96,255806.3909,35985640265,50354184,1232.75,3.85,16677.90039
22/10/2014,386.12,297537.0621,35002482026,73884654,1243.75,3.94,16461.32031
21/10/2014,382.42,243597.5947,35002482026,40702541,1250.25,3.91,16614.81055
20/10/2014,389.23,240117.6291,35002482026,47069051,1244.5,3.98,16399.66992
17/10/2014,382.76,233157.6978,35002482026,54457847,1234.25,3.99,16380.41016
16/10/2014,394.52,260997.4229,35002482026,48944986,1237.75,4.06,16117.24023
15/10/2014,400.95,255777.4744,35002482026,60127968,1237.5,4.08,16141.74023
14/10/2014,391.69,243597.5947,35002482026,85862253,1234.75,3.86,16315.19043
13/10/2014,377.92,266217.3713,35002482026,61807124,1229,3.85,16321.07031
10/10/2014,364.69,276657.2683,35002482026,66251247,1219,3.9,16544.09961
09/10/2014,352.75,247077.5603,35002482026,84680185,1226.75,3.91,16659.25
08/10/2014,336.12,225716.7765,34661425924,63475329,1217,3.86,16994.2207
07/10/2014,330.58,260177.3531,34661425924,52380811,1210.5,3.81,16719.39063
06/10/2014,320.39,275684.6125,34661425924,83003776,1195.75,3.7,16991.91016
03/10/2014,375.18,242947.0648,34661425924,45083900,1195,4.32,17009.68945
02/10/2014,383.99,255008.2666,34661425924,44654562,1211.75,4.43,16801.05078
01/10/2014,387.43,249839.1801,34661425924,56591522,1216.5,4.47,16804.71094
30/09/2014,376.09,261900.3819,34661425924,51711511,1216.5,4.25,17042.90039
29/09/2014,376.93,237777.9783,34661425924,62247510,1219.5,4.24,17071.2207
26/09/2014,411.43,260177.3531,34661425924,47166952,1213.75,4.51,17113.15039
25/09/2014,423.16,241703.5845,29829733124,45246389,1213.75,4.67,16945.80078
24/09/2014,435.75,241703.5845,29829733124,56605228,1217.25,4.74,17210.06055
23/09/2014,402.09,223909.4556,29829733124,44139679,1222,4.24,17055.86914
22/09/2014,399.1,232806.52,29829733124,34182377,1213.5,4.25,17172.67969
19/09/2014,424.1,240220.7404,29829733124,77510120,1219.75,4.69,17279.74023
18/09/2014,456.86,274326.1542,29829733124,64335430,1220.5,5.07,17265.99023
17/09/2014,465.86,280257.5305,29829733124,50978521,1236,5.09,17156.84961
16/09/2014,474.86,250600.6489,29829733124,43919238,1232.25,5.17,17131.9707
15/09/2014,477.77,219460.9233,29829733124,47445745,1234.25,5.4,17031.14063
12/09/2014,479.58,219521.0267,27428630902,44787910,1231.5,5.46,16987.50977
11/09/2014,479.62,220884.5113,27428630902,48039245,1241.25,5.34,17049
10/09/2014,475.48,212703.6035,27428630902,59807812,1251,5.06,17068.71094
09/09/2014,474.88,179979.9722,27428630902,51927046,1255.75,5.09,17013.86914
08/09/2014,481.81,208613.1496,27428630902,50577061,1259,5.16,17111.41992
05/09/2014,489.67,203159.211,27428630902,43749730,1266,5.17,17137.35938
04/09/2014,477.68,227701.9345,27428630902,43029156,1271.5,4.87,17069.58008
03/09/2014,476.87,216794.0574,27428630902,46474195,1265.5,4.82,17078.2793
02/09/2014,474.48,194978.3032,27428630902,57211483,1267,4.71,17067.56055
29/08/2014,508.42,196763.9462,23844670039,37526263,1285.75,5.29,17098.44922
28/08/2014,510.88,214543.8208,23844670039,65996027,1292,5.39,17079.57031
27/08/2014,512.19,190837.3213,23844670039,59515079,1282.75,5.55,17122.00977
26/08/2014,502.54,196763.9462,23844670039,48832021,1286,5.2,17106.69922
25/08/2014,508.22,158833.5469,23844670039,56406843,1277.25,5.4,17076.86914
22/08/2014,517.58,190837.3213,23844670039,75943076,1277.25,5.8,17001.2207
21/08/2014,510.45,199134.5961,23844670039,59265349,1275.25,5.46,17039.49023
20/08/2014,485.07,187281.3463,23844670039,51935426,1295,4.72,16979.13086
19/08/2014,461.48,202037.8,19729645941,58857523,1296.5,3.71,16919.58984
18/08/2014,491.51,171634.0534,19729645941,74095305,1296.75,4.35,16838.74023
15/08/2014,511.14,159864.8612,19729645941,68492066,1296,5.06,16662.91016
14/08/2014,546.18,166730.2233,19729645941,71874482,1313.5,5.04,16713.58008
13/08/2014,570.38,153980.265,19729645941,68343254,1312,5.65,16651.80078
12/08/2014,576.51,177518.6495,19729645941,61125967,1315.75,6.06,16560.53906
11/08/2014,591.28,178499.4155,19729645941,43160222,1307.25,6.96,16569.98047
08/08/2014,588.88,157903.3291,19729645941,45429230,1309.75,7.18,16553.92969
07/08/2014,584.65,146228.7892,18736441558,59148318,1305.25,7.19,16368.26953
06/08/2014,585.95,142503.215,18736441558,67956842,1306.5,7.26,16443.33984
05/08/2014,589.01,122943.9502,18736441558,79081409,1284.75,7.41,16429.4707
04/08/2014,586.23,125738.1308,18736441558,62145559,1290.5,7.54,16569.2793
01/08/2014,586.2,142503.215,18736441558,100025886,1291.25,7.54,16493.36914
31/07/2014,567.37,143434.6085,18736441558,49313391,1285.25,7.28,16563.30078
30/07/2014,584.74,162993.8733,18736441558,43910086,1294.5,7.65,16880.35938
29/07/2014,585.55,138777.6407,18736441558,44498551,1299.25,7.59,16912.10938
28/07/2014,594.14,126669.5244,18736441558,45007749,1304.5,7.76,16982.58984
25/07/2014,601.51,135301.4996,17336316979,47449138,1294.75,7.78,16960.57031
24/07/2014,619.5,128407.1557,17336316979,62927564,1292.75,8.47,17083.80078
23/07/2014,621.12,125821.7767,17336316979,45920939,1308,8.57,17086.63086
